CUST_ID,PC1,PC2
C10334,2.276782042866513,-0.9905200008943237
C10336,3.5467049817287073,-5.097590341980785
C10339,-7.558069557431733,-0.15877937933851755
C10341,-6.593215309232694,-1.8175490704222503
C10343,7.273730717760192,0.4317003263302561
C10346,-3.4592054461024206,2.4542231723624166
C10350,2.1680434693123893,-3.5596157478914487
C10351,-1.8896704844765195,3.2128155867015824
C10353,-0.5984503432328755,2.3574292993315424
C10358,6.239992695876109,-0.796308546197824
C10361,-7.074663492300289,-0.6887225148233566
C10362,7.7252162631266845,0.8776862505698947
C10364,2.7444560615963702,7.531842300862145
C10369,-3.40156871350798,3.074721633935007
C10371,-5.889045432488944,-3.180258489117295
C10372,5.962280278612549,-1.1650047401249803
C10373,-7.125692494608963,-1.230371342563912
C10376,-1.176345704845086,3.4051414903152484
C10377,4.136096037871099,-3.7354096115421647
C10378,1.6028236975343773,-1.7684262311190453
C10379,4.31545448944547,-2.830442998946538
C10380,-8.24855748664708,1.4581312443103285
C10381,-8.135819768649887,1.512825729784431
C10383,0.19810515168817572,3.2431713282063397
C10386,3.8235419522531036,-3.4711462571025353
C10388,8.909044157141027,1.8248929219586425
C10390,1.5837272035732213,-2.4861711868340937
C10391,-6.661654946659681,-2.062083031379631
C10392,-1.9562937162463199,1.3426688866761376
C10393,-6.54748400087476,-2.2251868382888844
C10399,-0.1746284352771621,-3.1301017498518333
C10403,2.0951847338666507,-4.883423326637743
C10404,0.71348149848601,-2.895651466339164
C10406,4.523671726613793,4.320804880729281
C10408,2.978651497746811,-5.0699050199825315
C10409,-7.867302750189494,0.25652350518305583
C10410,2.8890016019181486,-2.7957214337906144
C10412,-7.913924755100644,0.7345148493157759
C10413,2.061687651181982,4.366215626690805
C10414,6.406424419784683,-1.3036202459555148
C10415,3.493832452278373,-3.7150050817304114
C10417,7.092747210247906,-0.5875103353237479
C10420,5.885064864963716,-0.07763927327618961
C10422,-6.45165902434126,-2.265877021305751
C10423,-7.95906982405502,0.7452323160914605
C10428,-2.322099691988245,5.542400689457192
C10429,4.065707411812936,-4.3580276141150955
C10430,8.241616941022691,-0.4252933268359054
C10431,1.5597809672400982,-0.6894938163620217
C10432,8.257407031356454,1.307833101274884
C10434,1.5680106402040854,5.061282445059666
C10435,2.8660126994425674,2.280994097744567
C10436,-6.503402546708512,-2.352113211112598
C10438,9.264761517901256,1.6357131086238474
C10439,-0.7448479165649201,2.5719910568825997
C10441,1.0033238306493153,5.626653057592583
C10442,-7.897669322535595,-0.06778793997294436
C10445,-8.471806791957158,1.7657183008328292
C10449,-7.790572673239372,0.6033023585595888
C10450,-7.577143885328773,-0.41423382945528064
C10451,-2.524647083835735,6.490475301446454
C10452,-0.7485429138543165,0.39540579719644925
C10453,4.365386023435125,3.943064739302583
C10454,-6.875450066527245,-1.8269492713945672
C10458,-7.937029047629706,0.20968310160458406
C10460,4.584604555454789,0.7626734551049597
C10461,3.539417066324125,5.853507605406756
C10462,7.005550798269883,-0.9512091777700095
C10466,-6.644217306881722,-2.290267000833635
C10469,4.3823360365103525,0.8021991684682478
C10470,4.928978304811106,4.118091480647978
C10475,6.307231780524119,-1.1723858643420386
C10476,0.9080730116917896,-0.5764980248299945
C10478,6.447495480058098,-0.11642417536315965
C10480,7.682621372035316,-1.0398198540680688
C10481,5.941525625774135,-0.9104799125183354
C10482,2.736628911493904,3.0216343445118294
C10483,-6.786313359971249,-1.9695924311006556
C10484,-8.195354585250145,1.0243016560921978
C10485,6.454655252614881,-0.10593785969842605
C10486,1.0541363023907004,-1.1735522507743008
C10487,4.288205567210669,8.110603479802641
C10489,-3.2858676217075082,6.629316392118407
C10490,-7.809325479641696,0.2789786551956816
C10491,6.887524879424954,-0.018960830741959592
C10492,-6.529750879382079,-2.1719313017952664
C10493,0.30716344836245046,-5.124097347372291
C10494,2.288711314831651,-3.4008489223220493
C10495,2.829864574537236,6.114255857871146
C10501,0.30280337666175455,-2.8499818528332654
C10503,7.910476247152204,0.17610639761270533
C10508,-7.805795575244284,0.32262378236822403
C10510,-2.3023045667665722,5.555731882846579
C10512,4.0029977466189015,6.7202905851543955
C10513,-8.08152202713407,1.3316433079826406
C10515,2.3113744669363485,4.894585451515869
C10518,-7.2256960626844995,-0.8991492922406041
C10519,-7.476496242565816,-0.4589016033380238
C10521,3.835466913046848,-0.5949692795847876
C10522,4.516311735030322,1.9529687561119233
C10526,1.9931424393856019,-4.956735458850281
C10528,3.4983097400987604,-3.927940541571146
C10530,-6.9464354320779185,-1.2300724548124011
C10532,3.1504454798960513,6.085598999097599
C10534,10.20602952868035,1.9025336760083529
C10535,-1.2430565361512567,7.406515278661005
C10536,2.9235111166067034,5.561487796142707
C10537,8.33812426910312,0.6405230316189998
C10539,-8.035542913551392,0.13404378290116892
C10545,6.679506176173146,-0.17683179105956034
C10547,6.083230393794656,-1.6598770088001236
C10548,8.291152523058377,1.288106423973301
C10549,-6.411463806441647,-2.6068751864455892
C10551,-1.157688681706847,6.7527892052772245
C10552,5.325786469624827,-2.038973682471827
C10554,3.7932825008016593,-4.508515399550696
C10555,4.724367112768862,4.462627020032667
C10556,3.2764349973817084,-2.645807468414661
C10557,2.1043617345731365,4.479298821229808
C10558,7.642398576146388,1.373386221168207
C10560,8.870164032144736,1.4665556510963722
C10564,1.3337064574032798,1.190183871938162
C10569,8.160669348143525,1.0799515648736735
C10571,4.282286880705553,-3.999683807350237
C10575,4.210696846055072,7.788899290812169
C10577,0.5686789688668885,6.142906448669899
C10579,4.182490416790377,-4.3142186046236715
C10580,-7.960974347875926,0.5182462862385571
C10583,-1.4826461090008678,1.0949337058882886
C10585,-7.404376631335107,-0.8945619658860458
C10588,-6.889398874935273,-1.8230008910502353
C10589,5.271573422931389,-2.493232070493946
C10594,3.6866667420442294,-0.14104338251999993
C10596,-7.791119377058549,0.17059426897701802
C10600,-7.442170215605146,0.1151368185936434
C10601,1.6922911554073612,6.46538390019004
C10602,3.6483846621849314,-0.00016724266278920268
C10603,2.5405034289112605,-1.5390921596857696
C10604,-7.881712275886874,0.36506790974347664
C10606,-8.03534832200314,1.173262177824454
C10607,-8.09932334277382,0.8269636188219414
C10608,9.87060570888246,2.2016578933665296
C10615,6.908110601461013,-0.17567113658303202
C10617,4.1151893079966,0.022041346765226438
C10619,0.02405520379883578,2.34992455356682
C10622,6.639533338438192,0.7949522532550756
C10624,-0.8976807838440044,-5.245211664105274
C10627,-8.843114179491424,2.2832744112503476
C10628,5.219559795931476,-1.594318739514269
C10629,3.3337425336989774,-0.38964224023090754
C10631,-3.314515326624957,3.241361993775018
C10633,-1.7663792513382814,1.9919449133113472
C10634,7.242816060142356,-0.18458554494881374
C10636,-2.4635210584709526,3.5289910487931953
C10638,3.112175949100075,6.432862810693111
C10639,-4.949208411424462,1.7062138372566056
C10642,-0.409671607357988,1.7489204599241563
C10644,9.202056037240068,1.6679190132900716
C10647,5.0459616149211755,8.58670178687649
C10648,3.297450126919168,-4.011969537805041
C10650,3.1423965682931896,-0.5744985016123922
C10652,3.7279339066991586,3.1620093346726503
C10653,4.431993473769185,7.114006116436145
C10655,4.1341668402749745,-4.294829329671736
C10656,-7.707178190120935,-0.02683987904914848
C10661,-7.145373800572497,-1.2874410086526642
C10663,-5.940396725732813,-4.293317243974089
C10666,7.532906759437057,-0.3210848927964284
C10672,-1.7033386509849378,5.634562369960319
C10677,3.4826246413243296,5.016350875656719
C10681,6.226816019101364,6.75211036396359
C10686,7.020730910726451,0.31025671033609775
C10689,2.173957586548077,3.854912903095334
C10690,-3.5751903762296506,2.316463836592978
C10691,7.0715348744210536,0.48075590246633293
C10692,5.765470355597685,-2.2900582609673816
C10697,-1.8318993441184166,4.272318095516637
C10699,7.159648439178231,-0.5007807573309768
C10700,1.3357127646219915,-1.896623030267084
C10701,-7.853105989758708,0.48237387157926315
C10702,7.0576633038348815,-1.0913149297693312
C10703,-7.382103790826938,-0.08139996467107483
C10704,7.406028428972101,3.7316969930506283
C10705,1.5032576821411858,-4.600323025067871
C10706,-4.400757846929672,5.558600175275835
C10709,1.8176490143306514,5.491921143832324
C10711,0.2239266161396709,3.0199579471091407
C10712,-6.6336695224441105,-1.7338181924372762
C10713,4.024692717137935,-4.171543307055907
C10715,4.1482925345785375,-0.991471539295134
C10718,3.8571752648639386,-0.3399507560012793
C10721,2.0338729303239793,3.3545477710745706
C10722,4.626231705726152,-1.1054298694551206
C10726,4.042965945372648,-2.3723614317226778
C10727,-8.107585879918823,0.6765288737399731
C10729,-7.959197574710482,0.1765537472612469
C10730,1.3612268449263736,-1.5895714555743101
C10732,3.675465038636027,-0.7485317096741749
C10733,-2.62194268686676,1.7603179776541573
C10734,-7.859183705179005,0.36807567880902703
C10737,-8.57043076133261,1.8423385619380945
C10738,-0.09685602675025348,1.9108769858547328
C10740,2.453605404581705,-5.104391334674225
C10743,-8.499050609960378,1.8724363756689888
C10744,0.4655786602732161,-2.871480015587309
C10745,2.5058263286514992,3.78011569077308
C10747,1.7486882095461889,5.202096123218555
C10748,-6.840368788010972,-1.0631659762327126
C10749,-2.3186865347125125,-0.5170408881615631
C10750,-1.7824576730972799,3.199743432259049
C10752,9.317046566258703,0.9362825529427745
C10753,4.485863835299192,7.809396108191525
C10754,-7.449911163638588,-0.3829867473731516
C10755,6.867764931404092,-0.17997131042852862
C10757,4.720017643377993,-1.3184465620113206
C10759,-6.978181512045382,-1.2129634519065131
C10761,3.1764826225929528,5.899906815414842
C10765,2.5847232634682613,-0.8436153996381092
C10766,-8.086876644364914,1.2906150433900327
C10769,-7.701327128555039,-0.48648292919752584
C10772,3.7761957475897496,-3.7979520546095116
C10773,2.9023989368620904,-1.0015933670308363
C10774,3.142570492348728,-0.9335727146850417
C10775,3.103236124320002,3.9851022510480876
C10776,6.979219184477065,0.596883959686245
C10779,3.4934014684331607,-3.3903863323883217
C10780,-2.3306269430645195,2.266625862202594
C10782,-2.2386847141655855,4.317120286085106
C10783,-8.279419304918106,1.6481948513208955
C10784,0.3468147458561306,2.724757009205865
C10785,-7.290282496269857,-0.2688912156358066
C10786,4.3687601992145195,3.9238099591873845
C10788,-7.985272014249299,0.7653047759067781
C10791,-8.477977416242009,1.5742391214625444
C10793,-6.836427627667799,-1.5331059664845736
C10794,1.721263772695267,-2.8171165326790994
C10795,-6.166277279304594,-3.0481372976182155
C10796,-3.846034703739549,2.6453709476518426
C10798,2.1739666158149658,-1.07722331203644
C10800,-0.6615224405666656,4.515263130187182
C10803,3.097021445353295,-2.2590940814250096
C10805,4.841793369437406,8.025909709983264
C10806,4.058146098302348,4.742768049626046
C10807,-7.174323938977759,-0.8115106508285582
C10809,-8.725686517132791,2.5606145738363226
C10812,4.227628760207691,3.744747408275324
C10815,-8.069029129647786,0.8430481653712216
C10818,-8.82480802805298,2.3715335176660224
C10819,5.422045736736073,-0.613498998796122
C10821,-2.8031078585671323,0.5066376477814126
C10822,-1.8487110643084634,3.752707938803022
C10824,2.3047244952164783,-4.494827641812521
C10827,4.294420402687897,-2.2296556732824135
C10832,-8.303393407384746,1.2897893585977813
C10833,5.814877834853695,-1.5449142594318805
C10835,8.276342879651176,0.537289524375628
C10837,4.518655624020989,-1.9095741388888154
C10838,2.078854824580636,5.456534742489179
C10841,-2.742397310517196,4.901152988691607
C10843,-2.3141786310852925,1.6505287152687271
C10845,0.3584696738618604,4.515840035936137
C10846,4.514035787604014,-3.3857903653727357
C10847,-7.829195607059299,-0.065298241991234
C10852,3.286750876242926,-2.578535670443188
C10853,2.164433064458835,-3.0361816036633313
C10854,1.7563717638904546,-1.9717034067334367
C10856,-1.7204204238294871,1.0829263895353194
C10858,5.988509382643912,-0.9285936750136717
C10859,6.849993115635615,-1.161788083568896
C10861,-7.245389386281479,-0.4839447569369221
C10862,-6.502564460859916,-2.336453139573264
C10863,-7.170655597403691,-1.2166458730243166
C10865,3.305255049549084,4.650722612865712
C10866,2.811442800597899,4.600433994316343
C10867,4.030948953670221,-4.133758407833296
C10869,4.976368147860676,-2.7044862112586223
C10870,-7.413227103962317,-0.944952327035085
C10879,-7.835262992772304,0.5332513424907738
C10882,2.3758522566836646,6.872493636025305
C10884,-8.160558556168603,1.5088058370101673
C10886,-1.401122888850072,2.382393710779473
C10887,3.5660658624023696,6.610902508975606
C10888,5.2917327675732455,4.690198030110195
C10889,-2.415292668457644,-3.3081063952630694
C10892,8.579825097929751,0.3754728032938788
C10893,6.045874214370515,-0.23428780125136445
C10894,2.869813974328729,5.196500593366799
C10895,-0.14847654652093345,1.5922381320744579
C10896,-7.106956450559676,-0.9420094549778201
C10897,0.2597916725006669,5.5797647793009695
C10900,-6.1549861518500055,-3.0682615820619272
C10903,-6.795329610686707,-1.8715342169960336
C10904,-8.090384145143345,0.1819725250129559
C10905,7.141383314091239,-0.6172962817394699
C10913,-0.8933703228336962,6.307145540050233
C10915,7.6950695023715845,0.33161993307082016
C10916,1.775144459475189,4.192443597170143
C10919,2.772818081255776,3.1169125595255784
C10921,5.93370802632917,-0.34764843233868886
C10924,0.19974617691466762,5.127420876647428
C10927,0.9935514370078912,-4.256182306974771
C10929,-0.3769877192185008,6.853750561888818
C10930,2.573095480468103,-5.532727681535435
C10931,-6.296586825371491,-2.474360848075331
C10932,-0.780027279208285,2.682835294353305
C10934,-8.027792983818989,1.3564932994287955
C10935,-7.540795148353605,-0.480340307864474
C10937,-1.0041310548126794,0.6904964883701101
C10939,2.053667567160755,-1.8486599754625113
C10940,6.422135781773094,0.46445856500299376
C10942,-8.287105127213993,1.1359928869678708
C10945,3.8544215809384936,-1.9659460473311434
C10947,-0.5619955095466841,-5.458409950575277
C10949,8.780790794974601,1.0760240625105049
C10950,7.7743060644215545,-0.04492146738685328
C10955,-8.895958670901761,2.693426608957187
C10960,5.995439284385879,-0.4958287573561644
C10961,-7.743806547538786,0.4419209812071408
C10962,-0.1805004703937834,-3.3337826013149527
C10966,3.1890032770092724,4.048457860814559
C10968,4.812865664775713,-1.6005954276029457
C10969,0.39818135489174766,-3.3668790780605202
C10970,6.215453286680118,-0.16699085837521355
C10973,-1.8243926372248496,3.7446106748411094
C10976,-7.446498586993787,-0.23324320433549256
C10978,5.8889232721691505,-0.7565937631379487
C10979,-1.7462151340167378,3.3462257995427263
C10983,2.8919057914424147,-4.140544009095719
C10986,8.096252173699362,0.7499222933513355
C10987,1.7440379579644356,-2.033496150109412
C10988,1.8477438445551932,5.860335842295546
C10992,2.9709217787014532,-1.3826065376326988
C10993,-6.3127439917770385,-2.5856484230485868
C10995,-0.4902271150900385,5.100235259348345
C10997,2.9060112560165163,-4.078682002349352
C10999,2.925592357911471,-3.723091222563375
C11000,2.7220601002748386,4.750072457403047
C11002,0.20373833752047313,0.8116645698774002
C11006,-2.6978053543716882,2.199254336735512
C11009,5.357121589828067,-3.7172427790189944
C11013,4.312039074726452,-1.3891945095471372
C11014,1.7129612989821343,-5.548043382647798
C11015,6.551734536568403,0.3256524458188212
C11017,-2.7579855666451523,-1.0242133401551319
C11020,1.4547286647448907,-4.966380978055617
C11023,-8.440917631988151,1.640157580874558
C11024,7.926923261798466,0.3067441042123043
C11025,4.375064683141879,2.418446088689422
C11026,-6.933625591154355,-1.9620075122526086
C11028,0.2708931759101877,2.559332810362599
C11030,1.644858030688846,-5.783157969053832
C11031,-7.653930986178802,-0.30681742231797166
C11032,-1.1963148329410975,0.46077320486052536
C11033,5.71335608881641,-1.422726495175626
C11034,-0.4083102010031106,-4.610821917959702
C11038,-1.2088530088358724,1.966198184207431
C11039,-6.3084137681961945,-2.751923513454123
C11045,7.877368660957837,0.7085322922790325
C11048,-5.954833507122144,-3.0219480752781123
C11049,3.470436884270781,-0.767741574646328
C11053,7.206724064367366,-0.17969956504303533
C11057,4.29349041407758,-2.2470428850771302
C11059,-1.2420995305860771,2.3179304829283875
C11061,-2.071243791324368,-0.3724996986949272
C11064,-8.147311855148997,1.4109299426783795
C11065,-8.174666272202842,1.0638081152237904
C11068,1.5740940049514367,4.78516093109483
C11070,-2.486590702788595,2.0436478941924947
C11071,-1.284842340981034,0.6210525035993066
C11072,-8.277447427045606,1.3324221313333269
C11073,6.807995141835056,-0.6870298935398274
C11083,-0.15729962069111889,1.3332981717685535
C11084,-6.623832458328159,-2.269723992293853
C11085,-0.03468135322038374,5.7440656432358805
C11086,0.5656458104799048,-2.8753004606275776
C11088,4.900804998747866,7.437564124963325
C11091,2.306787921109316,-5.711068928359323
C11095,-5.597339203978463,-3.868608877992145
C11098,-0.01009078381567459,5.070883643830855
C11099,-1.8801207954218853,0.13922123065890155
C11100,0.8064842947258454,-2.0214366719581167
C11102,-1.5894491989793484,4.1040221360248905
C11103,-0.344846834242404,4.7968479572139495
C11104,-0.3756169220120253,-3.815681494725963
C11105,-0.8697774762701654,-0.9826810342818406
C11108,1.178840079691755,-2.006629773335669
C11113,6.616475466610741,-0.813840134052247
C11114,3.1717392225410603,4.436144696347242
C11116,5.5386681239583035,-0.9373611483341016
C11117,-6.599159201031001,-1.8616790779239973
C11122,5.329577602362447,1.964985886559149
C11126,-1.2565322242101031,6.220824885987302
C11129,0.761364970580188,4.0120350444675195
C11130,-6.844803930985419,-1.6733120095362066
C11131,0.6810443505404299,1.3405620710309134
C11134,4.980490900599111,4.103282306667324
C11139,7.063800626386382,0.4277333288057606
C11141,2.3794052355047324,-1.6584906476439705
C11142,1.3618226351052116,2.3687879756871912
C11143,-0.8306539786497378,0.8417100397390829
C11145,-7.825579744422992,0.6793125965842486
C11146,2.395482575845206,-3.4068950512012868
C11149,1.9588410007615789,-4.762001817899645
C11150,2.1894767908746844,-3.9915038768809463
C11151,-7.8500392641834456,0.2690889174746929
C11152,-2.011478250344782,3.6148177560159596
C11153,2.1772743446219773,-1.7100493250029611
C11157,-7.8336794964532865,0.03876147518063155
C11158,-7.047053376529911,-0.80276445017909
C11159,1.975944251571915,-4.386263935318131
C11163,-2.5444449179529944,2.0959958311938176
C11164,8.06978447296935,0.15306388669266477
C11169,0.9765792706516117,-2.2345916453859775
C11172,-6.652653402694618,-2.2074047121848093
C11174,-7.937206880874095,0.5196047621187461
C11175,2.988368911130271,5.250195933320646
C11176,-6.9778716630614674,-1.6207567132834113
C11177,8.017384154751428,0.5258839003019943
C11178,6.258905334353145,-0.5032007417982458
C11181,-6.826325428516961,-1.4459647740626265
C11182,6.399390814161469,-0.8065458060446841
C11186,-7.727560157853956,0.6508177023823953
C11187,0.7320814079647171,-2.2994667859909517
C11188,-1.56072572362285,5.632146520288829
C11189,3.802209897610336,-3.659237418041114
C11190,3.3353811193425793,6.515102222508688
C11193,7.377481832618895,0.255648432023933
C11197,3.040700807235166,-0.3823157651734724
C11201,2.481434464586419,-5.053771086790141
C11202,4.339580045253869,-4.290213330550864
C11204,1.8885206647034467,3.879463541239419
C11205,-1.6172388059610772,4.698335519312937
C11211,2.0542855356439054,1.8314973404260768
C11212,6.192060200581317,-1.613750566215808
C11213,-6.152969989892547,-3.2198620744606896
C11215,-7.670044884098966,-0.11787038977074832
C11216,3.604114212913129,-0.6733064867496737
C11222,-7.75165565385509,0.03746381244626499
C11223,-1.39517620946739,-1.0085850107458667
C11224,-6.725734642470118,-1.4544217333619325
C11228,2.9944277393772327,-4.763823948896468
C11229,1.0076882555419904,-6.655617981100772
C11230,0.8148506426906776,1.3729567483212923
C11231,6.0790952192460965,-0.21080829474205534
C11238,0.10296636212690281,-4.975673788648768
C11240,3.770445942477627,-4.728971350605869
C11241,6.9414158985785654,-0.28846000474192035
C11243,7.243224999971643,0.15403403447605393
C11244,4.809504688573998,-0.4829525847376254
C11246,6.47678168215774,0.6642745714227893
C11249,4.249959628947043,-4.2562597671329385
C11250,0.9286899083580601,-0.6182099364614653
C11251,1.569927344310862,-1.6417322028699879
C11255,-8.450398429175422,1.7963620743354058
C11258,0.2424481256198461,1.4585836472956177
C11260,0.6193713410755356,6.84339952127922
C11261,-8.979659537331184,2.4298381604428587
C11271,0.0017846585585680845,4.88560414481165
C11274,3.0413572860286333,-4.346431051663834
C11275,-5.698828378233148,-3.7130021559968776
